ORDER_SHOP_CD,volume_total,ca_estime,age_moyen,distance_moyenne,geolife_dominant,emplacement,surface,canal,vol_T,vol_I,vol_M,pct_T,pct_I,pct_M,cout_fonctionnement,marge_estimee,score_rentabilite,rentable,croissance_yoy,vs_mediane,profil_chalandise
44MOBIGUER,1,200.0,,,Urbain classe moyenne,CC,71.0,Réseau Partenaire,0,0,1,0.0,0.0,100.0,85000.0,-84800.0,0.0,False,-100.0,-87.5,Inconnu
44MOBINANT,1,200.0,39.0,,Pavillonnaire familial,,,Réseau Partenaire,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
44PHSECHAT,3,600.0,42.333333333333336,705.5446432702603,PériUrbain en croissance,CV,84.0,Réseau Partenaire,0,0,3,0.0,0.0,100.0,65000.0,-64400.0,0.01,False,100.0,-62.5,Régionale (>20km)
44PHSEGUER,8,1600.0,66.14285714285714,813.9153775444611,Pavillonnaire familial,CC,248.0,Réseau Partenaire,5,1,2,62.5,12.5,25.0,85000.0,-83400.0,0.02,False,-40.0,0.0,Régionale (>20km)
44PHSENANT,2,400.0,39.0,786.6760300397904,Rural ouvrier,CC,73.0,Réseau Partenaire,1,0,1,50.0,0.0,50.0,85000.0,-84600.0,0.0,False,-100.0,-75.0,Régionale (>20km)
44PHSEPORN,2,400.0,49.0,770.8007566118778,Résidence secondaire,CC,99.0,Réseau Partenaire,1,0,1,50.0,0.0,50.0,85000.0,-84600.0,0.0,False,,-75.0,Régionale (>20km)
44PHSESTGE,5,1000.0,55.0,611.7078738224676,Rural ouvrier,CC,198.0,Réseau Partenaire,1,2,2,20.0,40.0,40.0,85000.0,-84000.0,0.01,False,-33.3,-37.5,Régionale (>20km)
45000FN5-A,15,3000.0,41.0,590.4985359565853,Urbain classe moyenne,CV,159.0,Agence Distribution,12,0,3,80.0,0.0,20.0,65000.0,-62000.0,0.05,False,-63.6,87.5,Régionale (>20km)
45073FN5-5,8,1600.0,56.142857142857146,533.4497171456924,Résidence secondaire,CV,219.0,Agence Distribution,5,0,3,62.5,0.0,37.5,65000.0,-63400.0,0.02,False,-100.0,0.0,Régionale (>20km)
45207FN5-3,11,2200.0,57.888888888888886,378.8927623212719,Résidence secondaire,CV,135.0,Agence Distribution,7,3,1,63.6,27.3,9.1,65000.0,-62800.0,0.03,False,75.0,37.5,Régionale (>20km)
45503FN5-2,1,200.0,49.0,,Résidence secondaire,CC,64.0,Agence Distribution,0,0,1,0.0,0.0,100.0,85000.0,-84800.0,0.0,False,-100.0,-87.5,Inconnu
45770FX1-1,18,3600.0,49.0,590.8799480459619,Pavillonnaire familial,CC,130.0,Agence Distribution,10,0,8,55.6,0.0,44.4,85000.0,-81400.0,0.04,False,57.1,125.0,Régionale (>20km)
45APVEMON1,1,200.0,29.0,,Urbain classe moyenne,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
45PHSEGIEN,6,1200.0,54.0,553.4217119225866,Résidence secondaire,CC,64.0,Réseau Partenaire,4,2,0,66.7,33.3,0.0,85000.0,-83800.0,0.01,False,-100.0,-25.0,Régionale (>20km)
45PHSEPITH,1,200.0,39.0,,Rural dynamique,CV,56.0,Réseau Partenaire,1,0,0,100.0,0.0,0.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu
45PHSERUEL,5,1000.0,47.0,581.8943420162625,Populaire,CC,62.0,Réseau Partenaire,1,3,1,20.0,60.0,20.0,85000.0,-84000.0,0.01,False,,-37.5,Régionale (>20km)
46005FV4-3,6,1200.0,61.0,423.02082699744983,Résidence secondaire,CV,122.0,Agence Distribution,4,1,1,66.7,16.7,16.7,65000.0,-63800.0,0.02,False,-50.0,-25.0,Régionale (>20km)
46100FV4-4,8,1600.0,53.0,307.84438575192456,Pavillonnaire familial,CV,104.0,Agence Distribution,6,1,1,75.0,12.5,12.5,65000.0,-63400.0,0.02,False,-40.0,0.0,Régionale (>20km)
46APVEFIGE,1,200.0,49.0,,Pavillonnaire familial,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
47000FS2-8,13,2600.0,55.92307692307692,408.73842361559537,Résidence secondaire,CV,157.0,Agence Distribution,11,0,2,84.6,0.0,15.4,65000.0,-62400.0,0.04,False,-14.3,62.5,Régionale (>20km)
47200FS2-7,10,2000.0,64.0,561.5388806493821,Rural dynamique,CV,145.0,Agence Distribution,8,0,2,80.0,0.0,20.0,65000.0,-63000.0,0.03,False,50.0,25.0,Régionale (>20km)
47PHSEBOE1,6,1200.0,49.0,,Rural traditionnel,CC,169.0,Réseau Partenaire,5,0,1,83.3,0.0,16.7,85000.0,-83800.0,0.01,False,100.0,-25.0,Inconnu
47PHSEVILL,5,1000.0,51.0,391.6948818873462,Rural ouvrier,CV,127.0,Réseau Partenaire,0,0,5,0.0,0.0,100.0,65000.0,-64000.0,0.02,False,-33.3,-37.5,Régionale (>20km)
48005FW4-1,37,7400.0,57.285714285714285,244.2569029068859,Résidence secondaire,CV,93.0,Agence Distribution,29,3,5,78.4,8.1,13.5,65000.0,-57600.0,0.11,False,-5.3,362.5,Régionale (>20km)
49000FK1-7,11,2200.0,55.0,695.5485222949184,Populaire,CC,143.0,Agence Distribution,9,1,1,81.8,9.1,9.1,85000.0,-82800.0,0.03,False,75.0,37.5,Régionale (>20km)
49000FK1-A,4,800.0,59.0,623.7826816864035,Pavillonnaire familial,CC,60.0,Agence Distribution,0,1,3,0.0,25.0,75.0,85000.0,-84200.0,0.01,False,-66.7,-50.0,Régionale (>20km)
49043FK1-2,5,1000.0,49.0,683.3154066022652,Résidence secondaire,CV,138.0,Agence Distribution,5,0,0,100.0,0.0,0.0,65000.0,-64000.0,0.02,False,-33.3,-37.5,Régionale (>20km)
49321FU7-2,15,3000.0,53.0,684.4376582177753,Résidence secondaire,CC,179.0,Agence Distribution,8,4,3,53.3,26.7,20.0,85000.0,-82000.0,0.04,False,300.0,87.5,Régionale (>20km)
49421FU7-3,10,2000.0,49.0,690.8783225976675,Résidence secondaire,CC,129.0,Agence Distribution,7,0,3,70.0,0.0,30.0,85000.0,-83000.0,0.02,False,0.0,25.0,Régionale (>20km)
50009FP2-0,5,1000.0,49.0,827.7824813995874,Urbain familial aisé,CV,175.0,Agence Distribution,3,0,2,60.0,0.0,40.0,65000.0,-64000.0,0.02,False,50.0,-37.5,Régionale (>20km)
50300FP2-2,1,200.0,59.0,,Résidence secondaire,CV,130.0,Agence Distribution,0,1,0,0.0,100.0,0.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
50470FP2-A,21,4200.0,48.523809523809526,901.1531867713526,Populaire,CC,192.0,Agence Distribution,13,2,6,61.9,9.5,28.6,85000.0,-80800.0,0.05,False,33.3,162.5,Régionale (>20km)
50PHSECOUT,1,200.0,69.0,,Pavillonnaire familial,CV,115.0,Réseau Partenaire,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu
50PHSEGRA1,3,600.0,62.333333333333336,,Urbain classe moyenne,CV,147.0,Réseau Partenaire,2,0,1,66.7,0.0,33.3,65000.0,-64400.0,0.01,False,-50.0,-62.5,Inconnu
51000J27-4,21,4200.0,43.705882352941174,615.8770605131407,Urbain classe moyenne,CC,220.0,Agence Distribution,13,4,4,61.9,19.0,19.0,85000.0,-80800.0,0.05,False,150.0,162.5,Régionale (>20km)
51070FL2-1,15,3000.0,54.714285714285715,670.6262619202562,Résidence secondaire,CV,267.0,Agence Distribution,10,2,3,66.7,13.3,20.0,65000.0,-62000.0,0.05,False,14.3,87.5,Régionale (>20km)
51200FL4-1,9,1800.0,40.25,,Rural ouvrier,CV,115.0,Agence Distribution,6,0,3,66.7,0.0,33.3,65000.0,-63200.0,0.03,False,-50.0,12.5,Inconnu
51PHSESTBR,6,1200.0,53.0,488.3294855707566,Rural dynamique,CC,130.0,Réseau Partenaire,3,0,3,50.0,0.0,50.0,85000.0,-83800.0,0.01,False,0.0,-25.0,Régionale (>20km)
52100FS3-1,11,2200.0,47.18181818181818,575.834939287136,Rural ouvrier,CV,134.0,Agence Distribution,6,1,4,54.5,9.1,36.4,65000.0,-62800.0,0.03,False,-16.7,37.5,Régionale (>20km)
52901FS3-0,4,800.0,54.0,518.3948981334902,Urbain classe moyenne,CV,123.0,Agence Distribution,3,1,0,75.0,25.0,0.0,65000.0,-64200.0,0.01,False,-100.0,-50.0,Régionale (>20km)
53015FF5-5,14,2800.0,49.833333333333336,677.9685686696904,Urbain classe moyenne,CC,129.0,Agence Distribution,7,3,4,50.0,21.4,28.6,85000.0,-82200.0,0.03,False,-44.4,75.0,Régionale (>20km)
53PHSEMAYE,2,400.0,49.0,,Pavillonnaire familial,CV,154.0,Réseau Partenaire,2,0,0,100.0,0.0,0.0,65000.0,-64600.0,0.01,False,0.0,-75.0,Inconnu
54039FW2-0,24,4800.0,60.42857142857143,567.2857243079166,Résidence secondaire,CV,343.0,Agence Distribution,19,1,4,79.2,4.2,16.7,65000.0,-60200.0,0.07,False,0.0,200.0,Régionale (>20km)
541803EV-5,11,2200.0,51.0,558.3471014585654,Résidence secondaire,CC,125.0,Agence Distribution,8,1,2,72.7,9.1,18.2,85000.0,-82800.0,0.03,False,75.0,37.5,Régionale (>20km)
54400FH5-2,14,2800.0,52.07692307692308,686.088116740005,Résidence secondaire,CC,128.0,Agence Distribution,7,3,4,50.0,21.4,28.6,85000.0,-82200.0,0.03,False,-44.4,75.0,Régionale (>20km)
54520PPT-N,1,200.0,69.0,,Rural dynamique,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu
54APVEHOUD,1,200.0,49.0,,Populaire,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
54PHSELUNE,4,800.0,64.0,,Résidence secondaire,CV,135.0,Réseau Partenaire,1,2,1,25.0,50.0,25.0,65000.0,-64200.0,0.01,False,-100.0,-50.0,Inconnu
55100FE7-2,7,1400.0,55.0,647.7656265389696,Rural ouvrier,CV,118.0,Agence Distribution,4,0,3,57.1,0.0,42.9,65000.0,-63600.0,0.02,False,33.3,-12.5,Régionale (>20km)
55PHSEBARD,4,800.0,59.0,633.2739782464273,Populaire,CV,124.0,Réseau Partenaire,4,0,0,100.0,0.0,0.0,65000.0,-64200.0,0.01,False,200.0,-50.0,Régionale (>20km)
56000DVANN,1,200.0,49.0,,Pavillonnaire familial,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu
56000R9D-5,8,1600.0,47.57142857142857,787.9344320280734,Résidence secondaire,CC,133.0,Agence Distribution,7,1,0,87.5,12.5,0.0,85000.0,-83400.0,0.02,False,-40.0,0.0,Régionale (>20km)
56321FX7-2,12,2400.0,53.54545454545455,918.8687978345037,Urbain classe moyenne,CV,102.0,Agence Distribution,9,1,2,75.0,8.3,16.7,65000.0,-62600.0,0.04,False,40.0,50.0,Régionale (>20km)
56400FM3-2,4,800.0,56.5,,Résidence secondaire,CV,97.0,Agence Distribution,3,0,1,75.0,0.0,25.0,65000.0,-64200.0,0.01,False,0.0,-50.0,Inconnu
56600FX7-4,13,2600.0,55.666666666666664,895.6958152448311,Résidence secondaire,CC,113.0,Agence Distribution,11,0,2,84.6,0.0,15.4,85000.0,-82400.0,0.03,False,60.0,62.5,Régionale (>20km)
56APVELANE,1,200.0,29.0,,Populaire,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
56PHSEPLOE,2,400.0,29.0,843.812669912012,Populaire,CC,145.0,Réseau Partenaire,2,0,0,100.0,0.0,0.0,85000.0,-84600.0,0.0,False,0.0,-75.0,Régionale (>20km)
57000U6F-7,37,7400.0,62.513513513513516,,Résidence secondaire,,,Service Client Home,0,37,0,0.0,100.0,0.0,65000.0,-57600.0,0.11,False,-5.3,362.5,Inconnu
57037FU8-4,16,3200.0,57.75,619.9127597679875,Pavillonnaire familial,CV,404.0,Agence Distribution,11,1,4,68.8,6.2,25.0,65000.0,-61800.0,0.05,False,-22.2,100.0,Régionale (>20km)
57180FU8-5,23,4600.0,52.63636363636363,659.4935655091361,Résidence secondaire,CC,135.0,Agence Distribution,15,3,5,65.2,13.0,21.7,85000.0,-80400.0,0.05,False,87.5,187.5,Régionale (>20km)
57200FV2-2,6,1200.0,59.0,618.0817959906691,Résidence secondaire,CV,122.0,Agence Distribution,1,4,1,16.7,66.7,16.7,65000.0,-63800.0,0.02,False,-80.0,-25.0,Régionale (>20km)
57210FU8-3,22,4400.0,52.63636363636363,629.9743658281665,Populaire,CC,159.0,Agence Distribution,14,3,5,63.6,13.6,22.7,85000.0,-80600.0,0.05,False,44.4,175.0,Régionale (>20km)
57300FU8-2,1,200.0,79.0,,Résidence secondaire,CC,41.0,Agence Distribution,0,0,1,0.0,0.0,100.0,85000.0,-84800.0,0.0,False,,-87.5,Inconnu
57400FV2-1,2,400.0,79.0,,Pavillonnaire familial,CV,106.0,Agence Distribution,0,1,1,0.0,50.0,50.0,65000.0,-64600.0,0.01,False,-100.0,-75.0,Inconnu
57GTPROSTA,1,200.0,69.0,,Résidence secondaire,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
57PHSEFORB,1,200.0,69.0,,Résidence secondaire,CV,55.0,Réseau Partenaire,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu
57PHSESTAV,1,200.0,39.0,,Rural ouvrier,CV,130.0,Réseau Partenaire,1,0,0,100.0,0.0,0.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu
58GTPROCOS,1,200.0,29.0,,Rural ouvrier,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
58GTPROMAR,2,400.0,29.0,,Rural dynamique,,,,0,0,2,0.0,0.0,100.0,65000.0,-64600.0,0.01,False,,-75.0,Inconnu
58PHSECOSN,7,1400.0,50.42857142857143,515.6341384317894,Pavillonnaire familial,CV,93.0,Réseau Partenaire,3,0,4,42.9,0.0,57.1,65000.0,-63600.0,0.02,False,150.0,-12.5,Régionale (>20km)
58PHSEMARZ,3,600.0,42.333333333333336,488.9291179716671,Populaire,CC,179.0,Réseau Partenaire,0,0,3,0.0,0.0,100.0,85000.0,-84400.0,0.01,False,-50.0,-62.5,Régionale (>20km)
59000LIL-5,73,14600.0,58.36507936507937,839.911472865244,Résidence secondaire,CV,380.0,Agence Distribution,46,9,18,63.0,12.3,24.7,65000.0,-50400.0,0.22,False,-2.7,812.5,Régionale (>20km)
59155LMZ-5,1,200.0,49.0,,Urbain classe moyenne,CC,79.0,Agence Distribution,0,0,1,0.0,0.0,100.0,85000.0,-84800.0,0.0,False,,-87.5,Inconnu
592234AI-7,16,3200.0,48.375,828.7884729626817,Résidence secondaire,CC,131.0,Agence Distribution,8,6,2,50.0,37.5,12.5,85000.0,-81800.0,0.04,False,0.0,100.0,Régionale (>20km)
59300FC2-2,8,1600.0,50.25,802.6859054144188,Résidence secondaire,CV,265.0,Agence Distribution,6,1,1,75.0,12.5,12.5,65000.0,-63400.0,0.02,False,-40.0,0.0,Régionale (>20km)
59320I3V-6,19,3800.0,57.888888888888886,786.3526502351845,Résidence secondaire,CC,183.0,Agence Distribution,14,2,3,73.7,10.5,15.8,85000.0,-81200.0,0.04,False,-41.7,137.5,Régionale (>20km)
59385FL1-2,15,3000.0,43.0,903.5467549820742,Pavillonnaire familial,CV,262.0,Agence Distribution,9,1,5,60.0,6.7,33.3,65000.0,-62000.0,0.05,False,-33.3,87.5,Régionale (>20km)
59407FV8-0,9,1800.0,57.75,,Résidence secondaire,CV,142.0,Agence Distribution,7,1,1,77.8,11.1,11.1,65000.0,-63200.0,0.03,False,-50.0,12.5,Inconnu
59508FV8-5,13,2600.0,60.53846153846154,804.8730811136134,Populaire,CV,158.0,Agence Distribution,9,2,2,69.2,15.4,15.4,65000.0,-62400.0,0.04,False,16.7,62.5,Régionale (>20km)
59650FG6-1,19,3800.0,48.473684210526315,778.9305739291166,Urbain classe moyenne,CC,122.0,Agence Distribution,10,2,7,52.6,10.5,36.8,85000.0,-81200.0,0.04,False,37.5,137.5,Régionale (>20km)
59650FIDSC,154,30800.0,53.8051948051948,,Résidence secondaire,,,Service Client Home,0,154,0,0.0,100.0,0.0,65000.0,-34200.0,0.47,False,48.4,1825.0,Inconnu
59650T9O-N,17,3400.0,49.0,,Pavillonnaire familial,,,Ag PRO/PME,1,16,0,5.9,94.1,0.0,65000.0,-61600.0,0.05,False,-45.5,112.5,Inconnu
59720FX1-1,13,2600.0,54.0,,Résidence secondaire,CC,129.0,Agence Distribution,5,3,5,38.5,23.1,38.5,85000.0,-82400.0,0.03,False,-70.0,62.5,Inconnu
59ALTERAPP,2493,498600.0,52.353389490573605,,Résidence secondaire,,,Service Client Mobile,0,2493,0,0.0,100.0,0.0,65000.0,433600.0,7.67,True,14.2,31062.5,Inconnu
59APVEENGL,1,200.0,39.0,,Résidence secondaire,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
59APVELINE,3,600.0,52.333333333333336,,Rural ouvrier,,,,0,0,3,0.0,0.0,100.0,65000.0,-64400.0,0.01,False,-50.0,-62.5,Inconnu
59GTPROLEE,1,200.0,,,Pavillonnaire familial,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
59GTPROWAS,1,200.0,29.0,,PériUrbain en croissance,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
59PHSEFATH,7,1400.0,47.57142857142857,856.9332321784271,Résidence secondaire,CC,79.0,Réseau Partenaire,3,0,4,42.9,0.0,57.1,85000.0,-83600.0,0.02,False,-60.0,-12.5,Régionale (>20km)
59PHSEHAZE,5,1000.0,53.0,866.263028472411,Résidence secondaire,CV,65.0,Réseau Partenaire,3,0,2,60.0,0.0,40.0,65000.0,-64000.0,0.02,False,-33.3,-37.5,Régionale (>20km)
59PHSELEER,4,800.0,44.0,757.9627621789103,Populaire,CC,135.0,Réseau Partenaire,1,0,3,25.0,0.0,75.0,85000.0,-84200.0,0.01,False,-100.0,-50.0,Régionale (>20km)
59PHSETOUR,1,200.0,69.0,,Résidence secondaire,CV,70.0,Réseau Partenaire,0,1,0,0.0,100.0,0.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu
59PHSEVALE,4,800.0,56.5,,Résidence secondaire,CC,149.0,Réseau Partenaire,2,0,2,50.0,0.0,50.0,85000.0,-84200.0,0.01,False,0.0,-50.0,Inconnu
59PHSEWASQ,8,1600.0,59.0,851.159781920238,Résidence secondaire,CC,86.0,Réseau Partenaire,4,4,0,50.0,50.0,0.0,85000.0,-83400.0,0.02,False,-66.7,0.0,Régionale (>20km)
59TELCLILL,1,200.0,79.0,,Rural traditionnel,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu
60000FN9-5,11,2200.0,55.0,750.376270290983,Résidence secondaire,CV,165.0,Agence Distribution,6,1,4,54.5,9.1,36.4,65000.0,-62800.0,0.03,False,-62.5,37.5,Régionale (>20km)
60280FT9-8,8,1600.0,45.25,,Résidence secondaire,CC,140.0,Agence Distribution,5,1,2,62.5,12.5,25.0,85000.0,-83400.0,0.02,False,0.0,0.0,Inconnu
60740FN9-7,22,4400.0,55.666666666666664,712.2039257341646,Résidence secondaire,CC,131.0,Agence Distribution,10,6,6,45.5,27.3,27.3,85000.0,-80600.0,0.05,False,-16.7,175.0,Régionale (>20km)
60PHSEBEAU,2,400.0,39.0,,Pavillonnaire familial,CC,67.0,Réseau Partenaire,2,0,0,100.0,0.0,0.0,85000.0,-84600.0,0.0,False,-100.0,-75.0,Inconnu
60PHSECOMP,1,200.0,79.0,,Résidence secondaire,CC,71.0,Réseau Partenaire,1,0,0,100.0,0.0,0.0,85000.0,-84800.0,0.0,False,-100.0,-87.5,Inconnu
60PHSECREP,1,200.0,49.0,699.3998607069518,Populaire,CV,137.0,Réseau Partenaire,1,0,0,100.0,0.0,0.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Régionale (>20km)
60PHSELACH,3,600.0,29.0,700.519083572099,Rural dynamique,CC,78.0,Réseau Partenaire,3,0,0,100.0,0.0,0.0,85000.0,-84400.0,0.01,False,-50.0,-62.5,Régionale (>20km)
60PHSENOGE,2,400.0,54.0,,Résidence secondaire,CC,84.0,Réseau Partenaire,0,1,1,0.0,50.0,50.0,85000.0,-84600.0,0.0,False,0.0,-75.0,Inconnu
61PHSEARGE,3,600.0,62.333333333333336,716.2811092845909,Urbain familial aisé,CV,151.0,Réseau Partenaire,2,0,1,66.7,0.0,33.3,65000.0,-64400.0,0.01,False,,-62.5,Régionale (>20km)
62000BOUT2,1,200.0,69.0,,PériUrbain en croissance,CC,77.0,Indéterminé,0,0,1,0.0,0.0,100.0,85000.0,-84800.0,0.0,False,-100.0,-87.5,Inconnu
62000FF9-4,4,800.0,51.5,,PériUrbain en croissance,CV,125.0,Agence Distribution,4,0,0,100.0,0.0,0.0,65000.0,-64200.0,0.01,False,0.0,-50.0,Inconnu
622198GC-5,7,1400.0,37.0,,Résidence secondaire,CC,207.0,Agence Distribution,6,1,0,85.7,14.3,0.0,85000.0,-83600.0,0.02,False,-25.0,-12.5,Inconnu
62321FQ9-8,15,3000.0,57.666666666666664,865.5908843745656,Urbain classe moyenne,CV,243.0,Agence Distribution,6,4,5,40.0,26.7,33.3,65000.0,-62000.0,0.05,False,-84.6,87.5,Régionale (>20km)
62407FA8-5,24,4800.0,40.5,821.7033635294355,Pavillonnaire familial,CC,149.0,Agence Distribution,12,4,8,50.0,16.7,33.3,85000.0,-80200.0,0.06,False,100.0,200.0,Régionale (>20km)
62600FQ9-2,11,2200.0,50.81818181818182,834.4426127826482,Résidence secondaire,CV,126.0,Agence Distribution,7,2,2,63.6,18.2,18.2,65000.0,-62800.0,0.03,False,-90.0,37.5,Régionale (>20km)
62800FA8-9,5,1000.0,53.0,773.9789468621844,Résidence secondaire,CC,140.0,Agence Distribution,5,0,0,100.0,0.0,0.0,85000.0,-84000.0,0.01,False,50.0,-37.5,Régionale (>20km)
62ACHARVAT,75,15000.0,48.2,,Urbain classe moyenne,,,Service Client Home,0,75,0,0.0,100.0,0.0,65000.0,-50000.0,0.23,False,112.5,837.5,Inconnu
62ARVAFIDO,334,66800.0,51.5748502994012,,Résidence secondaire,,,Service Client Home,0,330,4,0.0,98.8,1.2,65000.0,1800.0,1.03,True,71.5,4075.0,Inconnu
62ARVATO16,165,33000.0,47.36363636363637,,Résidence secondaire,,,Service Client Home,6,159,0,3.6,96.4,0.0,65000.0,-32000.0,0.51,False,517.4,1962.5,Inconnu
62ARVATOMD,448,89600.0,52.45291479820628,,Résidence secondaire,,,Service Client Home,0,433,15,0.0,96.7,3.3,65000.0,24600.0,1.38,True,155.6,5500.0,Inconnu
62FIDARVAT,1,200.0,89.0,,Populaire,,,Service Client Home,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
62PHSEBETH,4,800.0,35.666666666666664,799.3254954228318,Urbain classe moyenne,CC,69.0,Réseau Partenaire,2,1,1,50.0,25.0,25.0,85000.0,-84200.0,0.01,False,0.0,-50.0,Régionale (>20km)
62PHSECOQU,4,800.0,46.5,884.6996116298831,Rural traditionnel,CC,131.0,Réseau Partenaire,1,0,3,25.0,0.0,75.0,85000.0,-84200.0,0.01,False,0.0,-50.0,Régionale (>20km)
62PHSESTPO,4,800.0,42.333333333333336,,PériUrbain en croissance,CV,181.0,Réseau Partenaire,2,0,2,50.0,0.0,50.0,65000.0,-64200.0,0.01,False,-66.7,-50.0,Inconnu
62SOSHMLB,509,101800.0,44.383104125736736,,Résidence secondaire,,,Service Client Home,0,505,4,0.0,99.2,0.8,65000.0,36800.0,1.57,True,-16.2,6262.5,Inconnu
63000FF7-8,41,8200.0,51.7027027027027,350.0367089071797,Urbain classe moyenne,CV,199.0,Agence Distribution,28,4,9,68.3,9.8,22.0,65000.0,-56800.0,0.13,False,-42.3,412.5,Régionale (>20km)
63170FF7-5,21,4200.0,60.5,336.3646314884932,Rural dynamique,CC,143.0,Agence Distribution,14,5,2,66.7,23.8,9.5,85000.0,-80800.0,0.05,False,-60.0,162.5,Régionale (>20km)
63200NVL-5,11,2200.0,52.333333333333336,304.51509147832695,Populaire,CC,80.0,Agence Distribution,8,1,2,72.7,9.1,18.2,85000.0,-82800.0,0.03,False,75.0,37.5,Régionale (>20km)
63PHSEISSO,6,1200.0,55.0,376.4430553035699,Résidence secondaire,CC,88.0,Réseau Partenaire,4,0,2,66.7,0.0,33.3,85000.0,-83800.0,0.01,False,0.0,-25.0,Régionale (>20km)
63PHSETHIE,4,800.0,42.333333333333336,,Résidence secondaire,CV,134.0,Réseau Partenaire,0,2,2,0.0,50.0,50.0,65000.0,-64200.0,0.01,False,-66.7,-50.0,Inconnu
64100FA6-6,15,3000.0,49.0,654.6622300014565,Urbain classe moyenne,CV,100.0,Agence Distribution,11,1,3,73.3,6.7,20.0,65000.0,-62000.0,0.05,False,-12.5,87.5,Régionale (>20km)
64230FP9-6,15,3000.0,54.0,509.50935480531587,Populaire,CC,167.0,Agence Distribution,9,0,6,60.0,0.0,40.0,85000.0,-82000.0,0.04,False,-50.0,87.5,Régionale (>20km)
64601FA6-4,23,4600.0,51.38095238095238,625.804556817832,Résidence secondaire,CC,163.0,Agence Distribution,19,0,4,82.6,0.0,17.4,85000.0,-80400.0,0.05,False,9.1,187.5,Régionale (>20km)
64APVEANG1,2,400.0,29.0,,PériUrbain en croissance,,,,0,0,2,0.0,0.0,100.0,65000.0,-64600.0,0.01,False,0.0,-75.0,Inconnu
64PHSEOLOR,1,200.0,29.0,,Pavillonnaire familial,CV,62.0,Réseau Partenaire,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
64PHSEORTH,2,400.0,64.0,517.2185541496642,Populaire,CV,65.0,Réseau Partenaire,1,0,1,50.0,0.0,50.0,65000.0,-64600.0,0.01,False,0.0,-75.0,Régionale (>20km)
64PHSEPAU6,2,400.0,49.0,481.4179342772523,Populaire,CC,118.0,Réseau Partenaire,0,0,2,0.0,0.0,100.0,85000.0,-84600.0,0.0,False,,-75.0,Régionale (>20km)
64PHSESTJL,7,1400.0,50.666666666666664,719.3971365677519,Urbain classe moyenne,CV,184.0,Réseau Partenaire,4,1,2,57.1,14.3,28.6,65000.0,-63600.0,0.02,False,33.3,-12.5,Régionale (>20km)
65015FJ7-1,8,1600.0,44.0,546.2224377721948,Populaire,CV,165.0,Agence Distribution,7,0,1,87.5,0.0,12.5,65000.0,-63400.0,0.02,False,0.0,0.0,Régionale (>20km)
65ACTIBAL,2,400.0,39.0,,Urbain classe moyenne,,,Service Client Home,0,2,0,0.0,100.0,0.0,65000.0,-64600.0,0.01,False,0.0,-75.0,Inconnu
65ACTICAL2,196,39200.0,50.42857142857143,,Résidence secondaire,,,Service Client Home,0,196,0,0.0,100.0,0.0,65000.0,-25800.0,0.6,False,-2.0,2350.0,Inconnu
65ACTIJUIL,440,88000.0,50.45454545454545,,Résidence secondaire,,,Service Client Home,0,433,7,0.0,98.4,1.6,65000.0,23000.0,1.35,True,-24.7,5400.0,Inconnu
65ACTIPREM,228,45600.0,49.440528634361236,,Résidence secondaire,,,Service Client Home,0,223,5,0.0,97.8,2.2,65000.0,-19400.0,0.7,False,35.1,2750.0,Inconnu
